uuid_org,name_org,permalink_org,domain,homepage_url,country_code,state_code,region,city,address,postal_code,status,short_description,category_list,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,total_funding_currency_code,founded_on,last_funding_on,closed_on,facebook_url,linkedin_url,twitter_url,age_months,has_facebook_url,has_twitter_url,has_linkedin_url,round_count,raised_amount_usd,last_round_investment_type,last_round_raised_amount_usd,last_round_post_money_valuation,last_round_timelapse_months,investor_countwup,last_round_investor_count,founders_dif_country_count,founders_male_count,founders_female_count,founders_degree_count_total,founders_degree_count_max,founders_degree_count_mean,outcome
b99d3f45-1406-d523-6e5f-d5891c2b85a4,Simkl,simkl,simkl.com,http://simkl.com,USA,NY,New York,New York,0,0,operating,"Simkl is an online movie-tracking platform that automatically detects, discovers, and shares trending Movies and TV shows.","Analytics,Digital Entertainment,Enterprise Software,Internet,Software,Video Streaming","Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Software,Video",0.0,0.0,0.0,0,2015-01-01,0,,http://facebook.com/Simkl,https://www.linkedin.com/company/simkl,http://twitter.com/Simkl,49,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,NE
4d24e595-bb1e-cf5c-28e9-abb7cf2553b1,ValleySoft,valleysoft,valleysoftsystems.com,http://valleysoftsystems.com#/view1,USA,CA,California,Fremont,3155 Kearney Street 160,94538,operating,ValleySoft is a global IT Services company that does outsourcing work in India.,"Consulting,Information Technology","Information Technology,Professional Services",0.0,0.0,0.0,0,2015-01-01,0,,https://www.facebook.com/valleysoftsystems/,https://www.linkedin.com/company/valleysoft-systems-inc/,0,49,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
977ac731-fa21-2143-acbf-e61ae76af485,IDlasso,idlasso,idlasso.com,http://idlasso.com,0,0,0,0,0,0,operating,"IDlasso allows users to create profile cards, virtual cards that link to one's various online identities.","Document Management,Enterprise Software,Identity Management","Information Technology,Privacy and Security,Software",0.0,0.0,0.0,0,2018-01-01,0,,0,0,0,13,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
b17a2daf-1d57-db5b-f119-51caf6eff760,KameraOne,kamera,kameraone.com,http://www.kameraone.com,NLD,0,Noord-Holland,Hoofddorp,Siriusdreef 17-27 SE-111 36,2132 WT,acquired,"KameraOne delivers videos capturing trending stories, covering the latest global events, heartwarming moments, performances, and much more.","Content,News,Publishing,Video","Content and Publishing,Media and Entertainment,Video",0.0,0.0,0.0,0,2016-01-01,0,,https://www.facebook.com/kameraone,https://www.linkedin.com/company/kameraone,https://www.twitter.com/kamera_one,37,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NE
fbc5e8f3-1208-0977-c3e0-859cd303c29e,B3 Software,b3-software,b3software.com,http://www.b3software.com,USA,TX,Texas,Dallas,3824 Cedar Springs Rd # 801-8224,75219,operating,B3 Software delivers custom software solutions and digital transformation for small and midsize businesses.,"Developer Tools,Internet,Software","Internet Services,Software",0.0,0.0,0.0,0,2018-01-01,0,,0,https://www.linkedin.com/company/b3software/,0,13,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NE
1b6c4093-38c3-3e9d-74db-8cce85bb8a25,LiveWire Networks,livewire-networks,livewirenet.com,https://www.livewirenet.com,USA,CO,Colorado,Denver,4577 Pecos St,80211-2435,operating,"Live Wire Networks, Inc. is a broadband Internet and IP phone company providing service to homes and businesses.","Internet,Internet of Things,Telecommunications","Hardware,Internet Services",0.0,0.0,0.0,0,2018-01-01,0,,0,0,0,13,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
cfffde6a-3aa1-7684-b1d0-dcfd2a11a9a6,Commercial Marine Valuations ™,perfectbusiness,commercialmarinevaluations.com,https://www.commercialmarinevaluations.com,USA,CA,California,Venice,1907 Lincoln Blvd.,90291,operating,Commercial Marine Valuations™ is a highly professional company specialising in maritime asset valuations,"Business Development,Consulting,Finance,Internet","Financial Services,Internet Services,Professional Services",0.0,0.0,0.0,0,2016-03-01,0,,0,0,0,35,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NE
bf49b8fd-f516-51ab-9e93-e42358bead17,DontDateHimGirl,dontdatehimgirl,dontdatehimgirl.com,http://dontdatehimgirl.com,PRT,0,Madeira,Funchal,Avenida do Infante 50 Madeira,9004-521,operating,Liar and thief. Dre Cannon.,"Adult,Consulting,Dating","Community and Lifestyle,Professional Services",0.0,0.0,0.0,0,2018-05-06,0,,0,0,http://twitter.com/OfficialDDHG,8,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
76b8357f-2c7f-a9b6-9e06-3fca8f8964b7,PALbee,palbee,0,0,PAK,0,Punjab,Sialkot,0,0,operating,PALBEE supplier of Customade Luxury Clothing & Fashion Accessories,"Fashion,Lingerie,Retail,Shoes,Textiles","Clothing and Apparel,Commerce and Shopping,Consumer Goods,Design,Manufacturing",0.0,0.0,0.0,0,2018-03-01,0,,https://www.facebook.com/palbee.co/,0,https://twitter.com/_PALBEE,11,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
f5283cab-e826-41e1-57f8-ce2767458f7b,TeamStreamz,teamstreamz,streamz.ai,https://streamz.ai,SGP,0,Central Region,Singapore,7 Wilton Cl,0,operating,TeamStreamz is a mobile-first sales enablement platform for the millennial workforce,"SaaS,Sales Automation,Sales Enablement,Software","Information Technology,Sales and Marketing,Software",1.0,350000.0,350000.0,USD,2015-01-01,2016-12-01,,0,https://www.linkedin.com/company/teamstreamz,0,49,0,0,1,1.0,350000.0,seed,350000.0,0.0,26.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,0.4,NE
2665f7cb-a4db-3848-bea4-8f0b0c09da9c,Mightycause,mightycause,mightycause.com,https://www.mightycause.com,USA,VA,Virginia,Alexandria,1725 Duke St Suite 675,22314,operating,Mightycause is fundraising software for the modern nonprofit. Raise more funds for your mission at http://www.mightycause.com.,"Charity,Crowdfunding,Non Profit,SaaS,Software","Financial Services,Other,Social Impact,Software",0.0,0.0,0.0,0,2017-05-01,0,,https://www.facebook.com/Mightycause,https://www.linkedin.com/company/mightycause/,https://twitter.com/mightycause,21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NE
1036feae-5dcd-27ac-3f95-d405160b6b4c,Joya Technologies,joya-technologies,joyashoes.com,https://www.joyashoes.com,NLD,0,Utrecht,Soest,Ganzetrek 7,0,operating,"Joya Technologies manufactures and markets the world's softest shoe, which supports the wearer's back and legs.","Computer,Electronics,Hardware,Manufacturing","Consumer Electronics,Hardware,Manufacturing",0.0,0.0,0.0,0,2015-01-01,0,,0,0,0,49,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
4ede7d8e-74d0-88f5-7c5f-eb3a999adb28,Connotea,connotea,connotea.org,http://www.connotea.org,ETH,0,Adis Abeba,Addis Ababa,Addis Ababa,0,closed,"Connotea provides free online reference management for all researchers, clinicians, and scientists.","Automotive,Social Media","Internet Services,Media and Entertainment,Transportation",0.0,0.0,0.0,0,2016-01-01,0,,0,0,0,37,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
ca4a0e5c-81c8-8a58-92fb-8b3591b0276c,Eminönü,umapper,umapper.com,http://www.umapper.com,TUR,0,Istanbul,Istanbul,0,0,operating,"Create, Distribute and Monetize Maps","Developer Tools,Mapping Services,Online Portals,Software","Internet Services,Navigation and Mapping,Software",0.0,0.0,0.0,0,2018-01-14,0,,0,0,0,12,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
a2b24a3c-b574-2750-8893-bba33ceb054f,WebMedic,webmedic,webmedic.com,https://webmedic.com,MYS,0,Kuala Lumpur,Damansara,Level 11 Menara KEN TTDI No 37 Jalan Burhanuddin Helmi,60000,operating,WebMedic converts customers e-commerce website visitors into customers without additional advertising.,"Advertising,Digital Marketing,E-Commerce,Web Development","Advertising,Commerce and Shopping,Sales and Marketing,Software",0.0,0.0,0.0,0,2016-04-01,0,,https://www.facebook.com/webmedic.my,https://www.linkedin.com/company/webmedic,0,34,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NE
8e355c7e-2dd1-6ee2-4731-e5eab7c01adc,Jupiter Research,jupiterresearch,jupiterresearch.com,http://www.jupiterresearch.com,USA,AZ,Arizona,Phoenix,3939 E Campbell Ave #130,85018,acquired,"Jupiter Research provides vaping technologies for plant based oils, designed to maintain quality and standards of premium extracts.","Business Development,Hardware,Manufacturing","Hardware,Manufacturing,Professional Services",0.0,0.0,0.0,0,2015-01-01,0,,https://www.facebook.com/JupiterResearchLLC/,https://www.linkedin.com/company/jupiter-research-llc/,https://twitter.com/we_are_jupiter,49,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AC
d7474700-4d7f-6114-51c3-d51d172f67a1,WORKetc,worketc-small-business-crm,worketc.com,https://www.WORKetc.com,USA,CA,California,San Francisco,One Embarcadero Center Suite #500,94111,operating,WORKetc is a cloud-based platform for business management solutions for small and medium-sized businesses.,"Billing,CRM,Productivity Tools,Project Management,SaaS,Small and Medium Businesses,Software","Administrative Services,Information Technology,Other,Payments,Sales and Marketing,Software",0.0,0.0,0.0,0,2016-06-05,0,,https://www.facebook.com/WorKetc,https://www.linkedin.com/company/worketc/,https://twitter.com/worketc,32,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NE
93093c02-ab80-a793-92b2-5a8face5b5da,iDevelop,idevelop,activereception.com,http://www.activereception.com,MKD,0,Karpos,Skopje,Mitropolit Teodosij Gologanov 36/1-4,1000,operating,iDevelop is a software company that provides on-demand business solutions.,"Messaging,Software","Information Technology,Internet Services,Messaging and Telecommunications,Software",0.0,0.0,0.0,0,2017-01-01,0,,https://www.facebook.com/idevelopad,https://www.linkedin.com/company/idevelop,http://twitter.com/ActiveReception,25,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NE
ad43937b-1795-8491-02f1-de8985eeb61c,SkyGrid,skygrid,skygrid.com,http://SkyGrid.com,USA,TX,Texas,Austin,"Suite B-110 Austin, TX",78727,operating,SkyGrid exists to open the sky for autonomous flight at scale and high-density air mobility operations.,"Aerospace,Air Transportation,Mapping Services,Navigation,Software,Sustainability","Navigation and Mapping,Science and Engineering,Software,Sustainability,Transportation",1.0,0.0,0.0,USD,2018-11-20,2021-05-01,,https://www.facebook.com/SkyGrid/,https://www.linkedin.com/company/skygrid/,https://twitter.com/skygridai,2,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,FR
ae7cb9bb-09d8-6039-46bc-531e04456337,Skwibble,skwibble,skwibble.com,http://www.skwibble.com,USA,CA,California,Los Angeles,0,0,operating,Skwibble is providing social networking and blogs for parents.,"Blogging Platforms,Parenting,Social Network","Community and Lifestyle,Content and Publishing,Internet Services,Media and Entertainment",0.0,0.0,0.0,0,2015-01-01,0,,https://www.facebook.com/skwibblebook,https://www.linkedin.com/company/10874312,https://www.twitter.com/skwibble,49,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NE
76557ce8-2456-5048-5a71-3c4097256d53,DeepVu,vufind,deepvu.co,https://deepvu.co,USA,CA,California,Berkeley,"2150 Shattuck Ave, 3rd floor",94704,operating,Generative AI for Autonomous Supply Chain Planning to Optimize Resilience and Sustainability.,"Artificial Intelligence (AI),Generative AI,Industrial Automation,Logistics,Machine Learning,Manufacturing,Risk Management,SaaS,Supply Chain Management,Sustainability","Artificial Intelligence (AI),Data and Analytics,Manufacturing,Professional Services,Science and Engineering,Software,Sustainability,Transportation",3.0,750000.0,750000.0,USD,2016-07-01,2018-07-01,,0,http://www.linkedin.com/company/752869,http://twitter.com/deepvuhq,31,0,1,1,3.0,750000.0,non_equity_assistance,500000.0,0.0,26.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.5,NE
deec5734-cf32-7408-3cde-023b986639ff,Needzilla,needzilla-com,needzilla.com,http://www.needzilla.com,IND,0,Karnataka,Bangalore,"No.29/1, 2nd Cross, Gurappanpalya, BTM Layout 1st Stage",560029,closed,Needzilla is an online marketplace for educational and skill-based training institutes.,"Education,Internet,Marketplace,Online Portals","Commerce and Shopping,Education,Internet Services",0.0,0.0,0.0,0,2016-08-02,0,,https://www.facebook.com/needzilla,https://www.linkedin.com/company/needzilla-com,https://www.twitter.com/needzilla,30,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
a2f03253-463d-c364-e2ca-9f6e97e37431,DELETE,planetrate,0,0,0,0,0,0,0,0,closed,delete,0,0,0.0,0.0,0.0,0,2016-07-01,0,,0,0,0,31,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
febdaca8-9575-7547-52a0-e6340ec94d57,Sold.com.au,sold-com-au,sold.com.au,https://www.sold.com.au/,USA,CA,California,Irvine,1 Mauchly,92618,acquired,Sold.com.au is a company that was acquired by Yahoo in 2001,"E-Commerce,Internet","Commerce and Shopping,Internet Services",0.0,0.0,0.0,0,2018-01-01,0,,https://www.facebook.com/149783335033419,https://www.linkedin.com/company/sold-com/,https://www.twitter.com/auction,13,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
4e92e51f-dc4c-7533-2d89-3d85fc5b9427,IGP,indiangiftsportal,igp.com,https://www.igp.com,IND,0,Maharashtra,Mumbai,"Kanakia Boomerang Chandivali Farm Road, Chandivali",400072,operating,"IGP is India’s largest online gifting store offering curated gifts, cakes/flowers & personalized products for all occasions & festivals.","E-Commerce,Gift Card,Lifestyle","Commerce and Shopping,Community and Lifestyle,Financial Services",3.0,8000000.0,8000000.0,USD,2016-01-01,2020-12-08,,https://www.facebook.com/MyIGP,https://www.linkedin.com/company/igpcom,https://twitter.com/IGPcom,37,1,1,1,2.0,5000000.0,seed,3000000.0,0.0,13.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,FR
d0fd55c6-31bf-3afe-4346-a4d617c874df,Qareeb Technologies FZ-LLC,careeb,qareeb.com,https://www.Qareeb.com,ARE,0,Dubai,Dubai,"Level 41, Emirates Tower Sheikh Zayed Road",0,operating,Qareeb قريب is an e-commerce platform where customer can shop from nearest store and get delivered in 1 hour at their doorstep.,"E-Commerce,Internet,Shopping","Commerce and Shopping,Internet Services",2.0,200000.0,200000.0,USD,2017-05-11,2019-01-01,,https://facebook.com/Qareebglobal,https://www.linkedin.com/company-beta/13310414/,https://twitter.com/Qareebglobal,20,1,1,1,1.0,200000.0,pre_seed,200000.0,0.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,FR
b6c40c44-bbc0-353f-fd9c-de3915b7edf6,Fynalist,edivvy,fynalist.com,https://www.fynalist.com/,USA,MA,Massachusetts,Boston,0,02465,closed,Fynalist is a platform for corporate recruiters and talent acquisition professionals to find qualified and active candidates.,"Gift Card,Human Resources,Internet","Administrative Services,Commerce and Shopping,Financial Services,Internet Services",1.0,0.0,0.0,USD,2015-06-01,2016-01-01,,0,https://www.linkedin.com/company-beta/11090787/,https://twitter.com/fynalist,44,0,1,1,1.0,0.0,angel,0.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
2c5a66b8-c328-cb59-44ae-28ade3bb7254,Sperse,sperse,sperse.com,http://www.Sperse.com,USA,AZ,Arizona,Phoenix,0,0,operating,Sperse offers a business management and financial software platform. Its flagship product is called CFO - Cash Flow Outlook.,"Artificial Intelligence (AI),Business Intelligence,CRM,Financial Services,FinTech,SaaS,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Information Technology,Sales and Marketing,Science and Engineering,Software",0.0,0.0,0.0,0,2016-09-09,0,,0,https://www.linkedin.com/company/sperse,http://twitter.com/sperse,29,0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,NE
15e0e806-1e96-e764-5516-9190bacc9d87,Fliiby LTD,fliiby,flii.by,https://flii.by/,BGR,0,Grad Sofiya,Sofia,Kazbek Str 59 Office 10,1000,operating,Fliiby is digital content publishing and monetization platform built for creative artists and developers,"Audio,File Sharing,Flash Storage,Image Recognition,Music,Photography,Publishing,Video","Content and Publishing,Data and Analytics,Hardware,Media and Entertainment,Music and Audio,Software,Video",3.0,219310.0,199997.0,EUR,2015-01-05,2015-11-05,,http://www.facebook.com/fliiby,https://www.linkedin.com/company/fliiby,http://twitter.com/fliiby,49,1,1,1,3.0,219310.0,seed,136026.0,0.0,39.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,NE
a8c2d1d0-2e6d-f99f-7f94-616a4ac2802f,Vendlab,vendlab,vendlab.com,http://vendlab.com,GBR,0,Hertford,Saint Albans,2 Spring Valley Business Park Porters Wood,AL3 6PD,operating,Vendlab is a consultant for online retailers specializing in the increase of sales through data optimization and international expansion.,"E-Commerce,Retail",Commerce and Shopping,0.0,0.0,0.0,0,2016-01-01,0,,https://www.facebook.com/vendlab,https://www.linkedin.com/company/vendlab.com,https://www.twitter.com/trevorginn,37,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,NE
985ff9f7-6b1e-03cd-a62d-a2aa8f96cfc3,Kleer,kleer,kleer.com,http://kleer.com,USA,PA,Pennsylvania,Wayne,676 East Swedesford Road Suite 350A,19087,operating,"Kleer's powerful platform helps dental practice's easily design, implement, and professionally manage a successful membership plan.",Software,Software,0.0,0.0,0.0,0,2017-01-01,0,,0,https://www.linkedin.com/company/kleerllc,0,25,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,2.5,NE
1160b778-c735-a152-e72b-50f7fbfa8f67,IMGN Media,comedy-com,imgn.media,http://www.imgn.media,USA,NY,New York,New York,0,0,acquired,IMGN is a tech-media company specialized in producing and programming social content for Gen Z audiences.,"Content,Content Marketing,Internet,Social Media Advertising,Video","Advertising,Internet Services,Media and Entertainment,Sales and Marketing,Video",4.0,6000000.0,6000000.0,USD,2015-01-01,2020-01-01,,0,https://www.linkedin.com/company/5298343,0,49,0,0,1,3.0,6000000.0,series_a,3000000.0,0.0,7.0,6.0,1.0,2.0,4.0,0.0,4.0,1.0,1.0,AC
16c38a41-e42c-e440-f372-d5f382be7662,MetaSoul,emoshape,metasoul.one,http://www.metasoul.one,USA,NY,New York,New York,276 Fifth Avenue Suite 704,10001,operating,"MetaSoul INC, an American Delaware company headquartered in New York, specializes in Emotion Synthesis for generative AI models.","Artificial Intelligence (AI),Gaming,Metaverse,SaaS,Software","Artificial Intelligence (AI),Data and Analytics,Gaming,Media and Entertainment,Science and Engineering,Software",13.0,1570000.0,1570000.0,USD,2017-01-01,2023-01-01,,0,https://www.linkedin.com/company/metasoul1/,http://twitter.com/metasoulone,25,0,1,1,5.0,470000.0,pre_seed,100000.0,9100000.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
d9242e77-3ae8-9ca7-f815-09668e4f93a7,Impact Anything,septagon-studios,impactanything.com,http://www.impactanything.com,CAN,ON,Ontario,Toronto,0,0,operating,"Ignite Your Legacy, Impacting You so you can Impact Others.","Advice,Consulting,Education,Professional Services","Education,Media and Entertainment,Other,Professional Services",0.0,0.0,0.0,0,2018-01-01,0,,https://www.facebook.com/IMPACTANYTHING/,https://www.linkedin.com/company/impactanything,https://twitter.com/impactanything,13,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE
a25384fd-17fa-43e5-1537-d99473cf1b80,NEO Tech,victron,neotech.com,http://www.neotech.com,USA,CA,California,Chatsworth,9340 Owensmouth Avenue,91311,operating,"Electronic Manufacturing Services offers contract manufacturing, medical electronic manufacturing, PCB assembly, OEM and manufacturing","Aerospace,Consumer Electronics,Electronics,Industrial,Manufacturing,National Security","Consumer Electronics,Government and Military,Hardware,Manufacturing,Science and Engineering",0.0,0.0,0.0,0,2015-04-13,0,,https://www.facebook.com/wemakeamazingthingshappen/,https://www.linkedin.com/company/oncore-manufacturing-services-llc,https://www.twitter.com/neosolves,46,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,NE
